institute,date,party,votes
emnid,2017-04-22,GRÜNE,0.06
emnid,2017-04-22,FDP,0.05
emnid,2017-04-22,PDS,NA
emnid,2017-04-22,Rechte,NA
emnid,2017-04-22,Sonstige,0.04
emnid,2017-04-22,Linke.PDS,NA
emnid,2017-04-22,LINKE,0.09
emnid,2017-04-22,PIRATEN,NA
emnid,2017-04-22,AfD,0.09
emnid,2017-04-15,CDU/CSU,0.35
emnid,2017-04-15,SPD,0.31
emnid,2017-04-15,GRÜNE,0.07
emnid,2017-04-15,FDP,0.06
emnid,2017-04-15,PDS,NA
emnid,2017-04-15,Rechte,NA
emnid,2017-04-15,Sonstige,0.03
emnid,2017-04-15,Linke.PDS,NA
emnid,2017-04-15,LINKE,0.09
emnid,2017-04-15,PIRATEN,NA
emnid,2017-04-15,AfD,0.09
emnid,2017-04-08,CDU/CSU,0.35
emnid,2017-04-08,SPD,0.33
emnid,2017-04-08,GRÜNE,0.07
emnid,2017-04-08,FDP,0.05
emnid,2017-04-08,PDS,NA
emnid,2017-04-08,Rechte,NA
emnid,2017-04-08,Sonstige,0.03
emnid,2017-04-08,Linke.PDS,NA
emnid,2017-04-08,LINKE,0.08
emnid,2017-04-08,PIRATEN,NA
emnid,2017-04-08,AfD,0.09
emnid,2017-04-01,CDU/CSU,0.33
emnid,2017-04-01,SPD,0.33
emnid,2017-04-01,GRÜNE,0.07
emnid,2017-04-01,FDP,0.06
emnid,2017-04-01,PDS,NA
emnid,2017-04-01,Rechte,NA
emnid,2017-04-01,Sonstige,0.05
emnid,2017-04-01,Linke.PDS,NA
emnid,2017-04-01,LINKE,0.08
emnid,2017-04-01,PIRATEN,NA
emnid,2017-04-01,AfD,0.08
emnid,2017-03-25,CDU/CSU,0.33
emnid,2017-03-25,SPD,0.33
emnid,2017-03-25,GRÜNE,0.08
emnid,2017-03-25,FDP,0.05
emnid,2017-03-25,PDS,NA
emnid,2017-03-25,Rechte,NA
emnid,2017-03-25,Sonstige,0.04
emnid,2017-03-25,Linke.PDS,NA
emnid,2017-03-25,LINKE,0.08
emnid,2017-03-25,PIRATEN,NA
emnid,2017-03-25,AfD,0.09
emnid,2017-03-18,CDU/CSU,0.33
emnid,2017-03-18,SPD,0.32
emnid,2017-03-18,GRÜNE,0.08
emnid,2017-03-18,FDP,0.05
emnid,2017-03-18,PDS,NA
emnid,2017-03-18,Rechte,NA
emnid,2017-03-18,Sonstige,0.05
emnid,2017-03-18,Linke.PDS,NA
emnid,2017-03-18,LINKE,0.08
emnid,2017-03-18,PIRATEN,NA
emnid,2017-03-18,AfD,0.09
emnid,2017-03-11,CDU/CSU,0.33
emnid,2017-03-11,SPD,0.33
emnid,2017-03-11,GRÜNE,0.07
emnid,2017-03-11,FDP,0.06
emnid,2017-03-11,PDS,NA
emnid,2017-03-11,Rechte,NA
emnid,2017-03-11,Sonstige,0.05
emnid,2017-03-11,Linke.PDS,NA
emnid,2017-03-11,LINKE,0.08
emnid,2017-03-11,PIRATEN,NA
emnid,2017-03-11,AfD,0.08
emnid,2017-03-04,CDU/CSU,0.33
emnid,2017-03-04,SPD,0.32
emnid,2017-03-04,GRÜNE,0.07
emnid,2017-03-04,FDP,0.06
emnid,2017-03-04,PDS,NA
emnid,2017-03-04,Rechte,NA
emnid,2017-03-04,Sonstige,0.04
emnid,2017-03-04,Linke.PDS,NA
emnid,2017-03-04,LINKE,0.08
emnid,2017-03-04,PIRATEN,NA
emnid,2017-03-04,AfD,0.1
emnid,2017-02-25,CDU/CSU,0.32
emnid,2017-02-25,SPD,0.32
emnid,2017-02-25,GRÜNE,0.07
emnid,2017-02-25,FDP,0.07
emnid,2017-02-25,PDS,NA
emnid,2017-02-25,Rechte,NA
emnid,2017-02-25,Sonstige,0.05
emnid,2017-02-25,Linke.PDS,NA
emnid,2017-02-25,LINKE,0.08
emnid,2017-02-25,PIRATEN,NA
emnid,2017-02-25,AfD,0.09
emnid,2017-02-18,CDU/CSU,0.32
emnid,2017-02-18,SPD,0.33
emnid,2017-02-18,GRÜNE,0.07
emnid,2017-02-18,FDP,0.06
emnid,2017-02-18,PDS,NA
emnid,2017-02-18,Rechte,NA
emnid,2017-02-18,Sonstige,0.05
emnid,2017-02-18,Linke.PDS,NA
emnid,2017-02-18,LINKE,0.08
emnid,2017-02-18,PIRATEN,NA
emnid,2017-02-18,AfD,0.09
emnid,2017-02-11,CDU/CSU,0.33
emnid,2017-02-11,SPD,0.32
emnid,2017-02-11,GRÜNE,0.07
emnid,2017-02-11,FDP,0.06
emnid,2017-02-11,PDS,NA
emnid,2017-02-11,Rechte,NA
emnid,2017-02-11,Sonstige,0.04
emnid,2017-02-11,Linke.PDS,NA
emnid,2017-02-11,LINKE,0.08
emnid,2017-02-11,PIRATEN,NA
emnid,2017-02-11,AfD,0.1
emnid,2017-02-04,CDU/CSU,0.33
emnid,2017-02-04,SPD,0.29
emnid,2017-02-04,GRÜNE,0.08
emnid,2017-02-04,FDP,0.06
emnid,2017-02-04,PDS,NA
emnid,2017-02-04,Rechte,NA
emnid,2017-02-04,Sonstige,0.05
emnid,2017-02-04,Linke.PDS,NA
emnid,2017-02-04,LINKE,0.08
emnid,2017-02-04,PIRATEN,NA
emnid,2017-02-04,AfD,0.11
emnid,2017-01-28,CDU/CSU,0.37
emnid,2017-01-28,SPD,0.23
emnid,2017-01-28,GRÜNE,0.1
emnid,2017-01-28,FDP,0.06
emnid,2017-01-28,PDS,NA
emnid,2017-01-28,Rechte,NA
emnid,2017-01-28,Sonstige,0.03
emnid,2017-01-28,Linke.PDS,NA
emnid,2017-01-28,LINKE,0.1
emnid,2017-01-28,PIRATEN,NA
emnid,2017-01-28,AfD,0.11
emnid,2017-01-21,CDU/CSU,0.36
emnid,2017-01-21,SPD,0.21
emnid,2017-01-21,GRÜNE,0.09
emnid,2017-01-21,FDP,0.06
emnid,2017-01-21,PDS,NA
emnid,2017-01-21,Rechte,NA
emnid,2017-01-21,Sonstige,0.05
emnid,2017-01-21,Linke.PDS,NA
emnid,2017-01-21,LINKE,0.11
emnid,2017-01-21,PIRATEN,NA
emnid,2017-01-21,AfD,0.12
emnid,2017-01-14,CDU/CSU,0.37
emnid,2017-01-14,SPD,0.21
emnid,2017-01-14,GRÜNE,0.1
emnid,2017-01-14,FDP,0.06
emnid,2017-01-14,PDS,NA
emnid,2017-01-14,Rechte,NA
emnid,2017-01-14,Sonstige,0.04
emnid,2017-01-14,Linke.PDS,NA
emnid,2017-01-14,LINKE,0.1
emnid,2017-01-14,PIRATEN,NA
emnid,2017-01-14,AfD,0.12
emnid,2017-01-07,CDU/CSU,0.38
emnid,2017-01-07,SPD,0.22
emnid,2017-01-07,GRÜNE,0.1
emnid,2017-01-07,FDP,0.05
emnid,2017-01-07,PDS,NA
emnid,2017-01-07,Rechte,NA
emnid,2017-01-07,Sonstige,0.04
emnid,2017-01-07,Linke.PDS,NA
emnid,2017-01-07,LINKE,0.09
emnid,2017-01-07,PIRATEN,NA
emnid,2017-01-07,AfD,0.12
emnid,2016-12-24,CDU/CSU,0.36
emnid,2016-12-24,SPD,0.21
emnid,2016-12-24,GRÜNE,0.1
emnid,2016-12-24,FDP,0.06
emnid,2016-12-24,PDS,NA
emnid,2016-12-24,Rechte,NA
emnid,2016-12-24,Sonstige,0.04
emnid,2016-12-24,Linke.PDS,NA
emnid,2016-12-24,LINKE,0.1
emnid,2016-12-24,PIRATEN,NA
emnid,2016-12-24,AfD,0.13
emnid,2016-12-17,CDU/CSU,0.36
emnid,2016-12-17,SPD,0.22
emnid,2016-12-17,GRÜNE,0.11
emnid,2016-12-17,FDP,0.05
emnid,2016-12-17,PDS,NA
emnid,2016-12-17,Rechte,NA
emnid,2016-12-17,Sonstige,0.04
emnid,2016-12-17,Linke.PDS,NA
emnid,2016-12-17,LINKE,0.1
emnid,2016-12-17,PIRATEN,NA
emnid,2016-12-17,AfD,0.12
emnid,2016-12-10,CDU/CSU,0.36
emnid,2016-12-10,SPD,0.22
emnid,2016-12-10,GRÜNE,0.1
emnid,2016-12-10,FDP,0.05
emnid,2016-12-10,PDS,NA
emnid,2016-12-10,Rechte,NA
emnid,2016-12-10,Sonstige,0.04
emnid,2016-12-10,Linke.PDS,NA
emnid,2016-12-10,LINKE,0.1
emnid,2016-12-10,PIRATEN,NA
emnid,2016-12-10,AfD,0.13
emnid,2016-12-03,CDU/CSU,0.37
emnid,2016-12-03,SPD,0.22
emnid,2016-12-03,GRÜNE,0.11
emnid,2016-12-03,FDP,0.05
emnid,2016-12-03,PDS,NA
emnid,2016-12-03,Rechte,NA
emnid,2016-12-03,Sonstige,0.03
emnid,2016-12-03,Linke.PDS,NA
emnid,2016-12-03,LINKE,0.1
emnid,2016-12-03,PIRATEN,NA
emnid,2016-12-03,AfD,0.12
emnid,2016-11-26,CDU/CSU,0.35
emnid,2016-11-26,SPD,0.23
emnid,2016-11-26,GRÜNE,0.11
emnid,2016-11-26,FDP,0.05
emnid,2016-11-26,PDS,NA
emnid,2016-11-26,Rechte,NA
emnid,2016-11-26,Sonstige,0.05
emnid,2016-11-26,Linke.PDS,NA
emnid,2016-11-26,LINKE,0.09
emnid,2016-11-26,PIRATEN,NA
emnid,2016-11-26,AfD,0.12
emnid,2016-11-19,CDU/CSU,0.33
emnid,2016-11-19,SPD,0.24
emnid,2016-11-19,GRÜNE,0.12
emnid,2016-11-19,FDP,0.05
emnid,2016-11-19,PDS,NA
emnid,2016-11-19,Rechte,NA
emnid,2016-11-19,Sonstige,0.04
emnid,2016-11-19,Linke.PDS,NA
emnid,2016-11-19,LINKE,0.09
emnid,2016-11-19,PIRATEN,NA
emnid,2016-11-19,AfD,0.13
emnid,2016-11-12,CDU/CSU,0.34
emnid,2016-11-12,SPD,0.23
emnid,2016-11-12,GRÜNE,0.11
emnid,2016-11-12,FDP,0.05
emnid,2016-11-12,PDS,NA
emnid,2016-11-12,Rechte,NA
emnid,2016-11-12,Sonstige,0.05
emnid,2016-11-12,Linke.PDS,NA
emnid,2016-11-12,LINKE,0.1
emnid,2016-11-12,PIRATEN,NA
emnid,2016-11-12,AfD,0.12
emnid,2016-11-05,CDU/CSU,0.34
emnid,2016-11-05,SPD,0.22
emnid,2016-11-05,GRÜNE,0.11
emnid,2016-11-05,FDP,0.05
emnid,2016-11-05,PDS,NA
emnid,2016-11-05,Rechte,NA
emnid,2016-11-05,Sonstige,0.06
emnid,2016-11-05,Linke.PDS,NA
emnid,2016-11-05,LINKE,0.1
emnid,2016-11-05,PIRATEN,NA
emnid,2016-11-05,AfD,0.12
emnid,2016-10-29,CDU/CSU,0.34
emnid,2016-10-29,SPD,0.23
emnid,2016-10-29,GRÜNE,0.11
emnid,2016-10-29,FDP,0.05
emnid,2016-10-29,PDS,NA
emnid,2016-10-29,Rechte,NA
emnid,2016-10-29,Sonstige,0.05
emnid,2016-10-29,Linke.PDS,NA
emnid,2016-10-29,LINKE,0.1
emnid,2016-10-29,PIRATEN,NA
emnid,2016-10-29,AfD,0.12
emnid,2016-10-22,CDU/CSU,0.33
emnid,2016-10-22,SPD,0.23
emnid,2016-10-22,GRÜNE,0.11
emnid,2016-10-22,FDP,0.05
emnid,2016-10-22,PDS,NA
emnid,2016-10-22,Rechte,NA
emnid,2016-10-22,Sonstige,0.05
emnid,2016-10-22,Linke.PDS,NA
emnid,2016-10-22,LINKE,0.1
emnid,2016-10-22,PIRATEN,NA
emnid,2016-10-22,AfD,0.13
emnid,2016-10-15,CDU/CSU,0.32
emnid,2016-10-15,SPD,0.24
emnid,2016-10-15,GRÜNE,0.11
emnid,2016-10-15,FDP,0.06
emnid,2016-10-15,PDS,NA
emnid,2016-10-15,Rechte,NA
emnid,2016-10-15,Sonstige,0.05
emnid,2016-10-15,Linke.PDS,NA
emnid,2016-10-15,LINKE,0.09
emnid,2016-10-15,PIRATEN,NA
emnid,2016-10-15,AfD,0.13
emnid,2016-10-08,CDU/CSU,0.32
emnid,2016-10-08,SPD,0.23
emnid,2016-10-08,GRÜNE,0.12
emnid,2016-10-08,FDP,0.06
emnid,2016-10-08,PDS,NA
emnid,2016-10-08,Rechte,NA
emnid,2016-10-08,Sonstige,0.05
emnid,2016-10-08,Linke.PDS,NA
emnid,2016-10-08,LINKE,0.1
emnid,2016-10-08,PIRATEN,NA
emnid,2016-10-08,AfD,0.12
emnid,2016-10-01,CDU/CSU,0.32
emnid,2016-10-01,SPD,0.23
emnid,2016-10-01,GRÜNE,0.11
emnid,2016-10-01,FDP,0.07
emnid,2016-10-01,PDS,NA
emnid,2016-10-01,Rechte,NA
emnid,2016-10-01,Sonstige,0.05
emnid,2016-10-01,Linke.PDS,NA
emnid,2016-10-01,LINKE,0.1
emnid,2016-10-01,PIRATEN,NA
emnid,2016-10-01,AfD,0.12
emnid,2016-09-24,CDU/CSU,0.32
emnid,2016-09-24,SPD,0.23
emnid,2016-09-24,GRÜNE,0.11
emnid,2016-09-24,FDP,0.06
emnid,2016-09-24,PDS,NA
emnid,2016-09-24,Rechte,NA
emnid,2016-09-24,Sonstige,0.05
emnid,2016-09-24,Linke.PDS,NA
emnid,2016-09-24,LINKE,0.09
emnid,2016-09-24,PIRATEN,NA
emnid,2016-09-24,AfD,0.14
emnid,2016-09-17,CDU/CSU,0.32
emnid,2016-09-17,SPD,0.24
emnid,2016-09-17,GRÜNE,0.11
emnid,2016-09-17,FDP,0.05
emnid,2016-09-17,PDS,NA
emnid,2016-09-17,Rechte,NA
emnid,2016-09-17,Sonstige,0.05
emnid,2016-09-17,Linke.PDS,NA
emnid,2016-09-17,LINKE,0.09
emnid,2016-09-17,PIRATEN,NA
emnid,2016-09-17,AfD,0.14
emnid,2016-09-10,CDU/CSU,0.33
emnid,2016-09-10,SPD,0.23
emnid,2016-09-10,GRÜNE,0.11
emnid,2016-09-10,FDP,0.06
emnid,2016-09-10,PDS,NA
emnid,2016-09-10,Rechte,NA
emnid,2016-09-10,Sonstige,0.05
emnid,2016-09-10,Linke.PDS,NA
emnid,2016-09-10,LINKE,0.09
emnid,2016-09-10,PIRATEN,NA
emnid,2016-09-10,AfD,0.13
emnid,2016-09-03,CDU/CSU,0.34
emnid,2016-09-03,SPD,0.23
emnid,2016-09-03,GRÜNE,0.11
emnid,2016-09-03,FDP,0.06
emnid,2016-09-03,PDS,NA
emnid,2016-09-03,Rechte,NA
emnid,2016-09-03,Sonstige,0.05
emnid,2016-09-03,Linke.PDS,NA
emnid,2016-09-03,LINKE,0.09
emnid,2016-09-03,PIRATEN,NA
emnid,2016-09-03,AfD,0.12
emnid,2016-08-27,CDU/CSU,0.34
emnid,2016-08-27,SPD,0.22
emnid,2016-08-27,GRÜNE,0.12
emnid,2016-08-27,FDP,0.05
emnid,2016-08-27,PDS,NA
emnid,2016-08-27,Rechte,NA
emnid,2016-08-27,Sonstige,0.06
emnid,2016-08-27,Linke.PDS,NA
emnid,2016-08-27,LINKE,0.1
emnid,2016-08-27,PIRATEN,NA
emnid,2016-08-27,AfD,0.11
emnid,2016-08-20,CDU/CSU,0.34
emnid,2016-08-20,SPD,0.23
emnid,2016-08-20,GRÜNE,0.13
emnid,2016-08-20,FDP,0.05
emnid,2016-08-20,PDS,NA
emnid,2016-08-20,Rechte,NA
emnid,2016-08-20,Sonstige,0.06
emnid,2016-08-20,Linke.PDS,NA
emnid,2016-08-20,LINKE,0.09
emnid,2016-08-20,PIRATEN,NA
emnid,2016-08-20,AfD,0.1
emnid,2016-08-13,CDU/CSU,0.34
emnid,2016-08-13,SPD,0.22
emnid,2016-08-13,GRÜNE,0.12
emnid,2016-08-13,FDP,0.06
emnid,2016-08-13,PDS,NA
emnid,2016-08-13,Rechte,NA
emnid,2016-08-13,Sonstige,0.05
emnid,2016-08-13,Linke.PDS,NA
emnid,2016-08-13,LINKE,0.1
emnid,2016-08-13,PIRATEN,NA
emnid,2016-08-13,AfD,0.11
emnid,2016-08-06,CDU/CSU,0.34
emnid,2016-08-06,SPD,0.22
emnid,2016-08-06,GRÜNE,0.12
emnid,2016-08-06,FDP,0.06
emnid,2016-08-06,PDS,NA
emnid,2016-08-06,Rechte,NA
emnid,2016-08-06,Sonstige,0.05
emnid,2016-08-06,Linke.PDS,NA
emnid,2016-08-06,LINKE,0.1
emnid,2016-08-06,PIRATEN,NA
emnid,2016-08-06,AfD,0.11
emnid,2016-07-30,CDU/CSU,0.35
emnid,2016-07-30,SPD,0.23
emnid,2016-07-30,GRÜNE,0.11
emnid,2016-07-30,FDP,0.05
emnid,2016-07-30,PDS,NA
emnid,2016-07-30,Rechte,NA
emnid,2016-07-30,Sonstige,0.05
emnid,2016-07-30,Linke.PDS,NA
emnid,2016-07-30,LINKE,0.09
emnid,2016-07-30,PIRATEN,NA
emnid,2016-07-30,AfD,0.12
emnid,2016-07-23,CDU/CSU,0.35
emnid,2016-07-23,SPD,0.23
emnid,2016-07-23,GRÜNE,0.12
emnid,2016-07-23,FDP,0.05
emnid,2016-07-23,PDS,NA
emnid,2016-07-23,Rechte,NA
emnid,2016-07-23,Sonstige,0.05
emnid,2016-07-23,Linke.PDS,NA
emnid,2016-07-23,LINKE,0.1
emnid,2016-07-23,PIRATEN,NA
emnid,2016-07-23,AfD,0.1
emnid,2016-07-16,CDU/CSU,0.35
emnid,2016-07-16,SPD,0.24
emnid,2016-07-16,GRÜNE,0.12
emnid,2016-07-16,FDP,0.05
emnid,2016-07-16,PDS,NA
emnid,2016-07-16,Rechte,NA
emnid,2016-07-16,Sonstige,0.05
emnid,2016-07-16,Linke.PDS,NA
emnid,2016-07-16,LINKE,0.09
emnid,2016-07-16,PIRATEN,NA
emnid,2016-07-16,AfD,0.1
emnid,2016-07-09,CDU/CSU,0.35
emnid,2016-07-09,SPD,0.23
emnid,2016-07-09,GRÜNE,0.13
emnid,2016-07-09,FDP,0.05
emnid,2016-07-09,PDS,NA
emnid,2016-07-09,Rechte,NA
emnid,2016-07-09,Sonstige,0.05
emnid,2016-07-09,Linke.PDS,NA
emnid,2016-07-09,LINKE,0.09
emnid,2016-07-09,PIRATEN,NA
emnid,2016-07-09,AfD,0.1
emnid,2016-07-02,CDU/CSU,0.33
emnid,2016-07-02,SPD,0.23
emnid,2016-07-02,GRÜNE,0.12
emnid,2016-07-02,FDP,0.06
emnid,2016-07-02,PDS,NA
emnid,2016-07-02,Rechte,NA
emnid,2016-07-02,Sonstige,0.05
emnid,2016-07-02,Linke.PDS,NA
emnid,2016-07-02,LINKE,0.1
emnid,2016-07-02,PIRATEN,NA
emnid,2016-07-02,AfD,0.11
emnid,2016-06-25,CDU/CSU,0.32
emnid,2016-06-25,SPD,0.23
emnid,2016-06-25,GRÜNE,0.13
emnid,2016-06-25,FDP,0.06
emnid,2016-06-25,PDS,NA
emnid,2016-06-25,Rechte,NA
emnid,2016-06-25,Sonstige,0.05
emnid,2016-06-25,Linke.PDS,NA
emnid,2016-06-25,LINKE,0.09
emnid,2016-06-25,PIRATEN,NA
emnid,2016-06-25,AfD,0.12
emnid,2016-06-18,CDU/CSU,0.33
emnid,2016-06-18,SPD,0.22
emnid,2016-06-18,GRÜNE,0.13
emnid,2016-06-18,FDP,0.06
emnid,2016-06-18,PDS,NA
emnid,2016-06-18,Rechte,NA
emnid,2016-06-18,Sonstige,0.05
emnid,2016-06-18,Linke.PDS,NA
emnid,2016-06-18,LINKE,0.09
emnid,2016-06-18,PIRATEN,NA
emnid,2016-06-18,AfD,0.12
emnid,2016-06-11,CDU/CSU,0.34
emnid,2016-06-11,SPD,0.21
emnid,2016-06-11,GRÜNE,0.14
emnid,2016-06-11,FDP,0.06
emnid,2016-06-11,PDS,NA
emnid,2016-06-11,Rechte,NA
emnid,2016-06-11,Sonstige,0.05
emnid,2016-06-11,Linke.PDS,NA
emnid,2016-06-11,LINKE,0.09
emnid,2016-06-11,PIRATEN,NA
emnid,2016-06-11,AfD,0.11
emnid,2016-06-04,CDU/CSU,0.33
emnid,2016-06-04,SPD,0.22
emnid,2016-06-04,GRÜNE,0.13
emnid,2016-06-04,FDP,0.06
emnid,2016-06-04,PDS,NA
emnid,2016-06-04,Rechte,NA
emnid,2016-06-04,Sonstige,0.05
emnid,2016-06-04,Linke.PDS,NA
emnid,2016-06-04,LINKE,0.09
emnid,2016-06-04,PIRATEN,NA
emnid,2016-06-04,AfD,0.12
emnid,2016-05-28,CDU/CSU,0.33
emnid,2016-05-28,SPD,0.21
emnid,2016-05-28,GRÜNE,0.12
emnid,2016-05-28,FDP,0.06
emnid,2016-05-28,PDS,NA
emnid,2016-05-28,Rechte,NA
emnid,2016-05-28,Sonstige,0.05
emnid,2016-05-28,Linke.PDS,NA
emnid,2016-05-28,LINKE,0.09
emnid,2016-05-28,PIRATEN,NA
emnid,2016-05-28,AfD,0.14
emnid,2016-05-21,CDU/CSU,0.32
emnid,2016-05-21,SPD,0.22
emnid,2016-05-21,GRÜNE,0.12
emnid,2016-05-21,FDP,0.06
emnid,2016-05-21,PDS,NA
emnid,2016-05-21,Rechte,NA
emnid,2016-05-21,Sonstige,0.06
emnid,2016-05-21,Linke.PDS,NA
emnid,2016-05-21,LINKE,0.09
emnid,2016-05-21,PIRATEN,NA
emnid,2016-05-21,AfD,0.13
emnid,2016-05-14,CDU/CSU,0.33
emnid,2016-05-14,SPD,0.23
emnid,2016-05-14,GRÜNE,0.13
emnid,2016-05-14,FDP,0.05
emnid,2016-05-14,PDS,NA
emnid,2016-05-14,Rechte,NA
emnid,2016-05-14,Sonstige,0.04
emnid,2016-05-14,Linke.PDS,NA
emnid,2016-05-14,LINKE,0.09
emnid,2016-05-14,PIRATEN,NA
emnid,2016-05-14,AfD,0.13
emnid,2016-05-07,CDU/CSU,0.32
emnid,2016-05-07,SPD,0.22
emnid,2016-05-07,GRÜNE,0.12
emnid,2016-05-07,FDP,0.06
emnid,2016-05-07,PDS,NA
emnid,2016-05-07,Rechte,NA
emnid,2016-05-07,Sonstige,0.05
emnid,2016-05-07,Linke.PDS,NA
emnid,2016-05-07,LINKE,0.09
emnid,2016-05-07,PIRATEN,NA
emnid,2016-05-07,AfD,0.14
emnid,2016-04-30,CDU/CSU,0.33
emnid,2016-04-30,SPD,0.22
emnid,2016-04-30,GRÜNE,0.12
emnid,2016-04-30,FDP,0.06
emnid,2016-04-30,PDS,NA
emnid,2016-04-30,Rechte,NA
emnid,2016-04-30,Sonstige,0.05
emnid,2016-04-30,Linke.PDS,NA
emnid,2016-04-30,LINKE,0.09
emnid,2016-04-30,PIRATEN,NA
emnid,2016-04-30,AfD,0.13
emnid,2016-04-23,CDU/CSU,0.33
emnid,2016-04-23,SPD,0.22
emnid,2016-04-23,GRÜNE,0.13
emnid,2016-04-23,FDP,0.06
emnid,2016-04-23,PDS,NA
emnid,2016-04-23,Rechte,NA
emnid,2016-04-23,Sonstige,0.05
emnid,2016-04-23,Linke.PDS,NA
emnid,2016-04-23,LINKE,0.09
emnid,2016-04-23,PIRATEN,NA
emnid,2016-04-23,AfD,0.12
emnid,2016-04-16,CDU/CSU,0.33
emnid,2016-04-16,SPD,0.22
emnid,2016-04-16,GRÜNE,0.13
emnid,2016-04-16,FDP,0.07
emnid,2016-04-16,PDS,NA
emnid,2016-04-16,Rechte,NA
emnid,2016-04-16,Sonstige,0.05
emnid,2016-04-16,Linke.PDS,NA
emnid,2016-04-16,LINKE,0.09
emnid,2016-04-16,PIRATEN,NA
emnid,2016-04-16,AfD,0.11
emnid,2016-04-09,CDU/CSU,0.34
emnid,2016-04-09,SPD,0.22
emnid,2016-04-09,GRÜNE,0.13
emnid,2016-04-09,FDP,0.07
emnid,2016-04-09,PDS,NA
emnid,2016-04-09,Rechte,NA
emnid,2016-04-09,Sonstige,0.04
emnid,2016-04-09,Linke.PDS,NA
emnid,2016-04-09,LINKE,0.08
emnid,2016-04-09,PIRATEN,NA
emnid,2016-04-09,AfD,0.12
emnid,2016-04-02,CDU/CSU,0.33
emnid,2016-04-02,SPD,0.22
emnid,2016-04-02,GRÜNE,0.13
emnid,2016-04-02,FDP,0.06
emnid,2016-04-02,PDS,NA
emnid,2016-04-02,Rechte,NA
emnid,2016-04-02,Sonstige,0.05
emnid,2016-04-02,Linke.PDS,NA
emnid,2016-04-02,LINKE,0.08
emnid,2016-04-02,PIRATEN,NA
emnid,2016-04-02,AfD,0.13
emnid,2016-03-26,CDU/CSU,0.34
emnid,2016-03-26,SPD,0.22
emnid,2016-03-26,GRÜNE,0.13
emnid,2016-03-26,FDP,0.06
emnid,2016-03-26,PDS,NA
emnid,2016-03-26,Rechte,NA
emnid,2016-03-26,Sonstige,0.04
emnid,2016-03-26,Linke.PDS,NA
emnid,2016-03-26,LINKE,0.09
emnid,2016-03-26,PIRATEN,NA
emnid,2016-03-26,AfD,0.12
emnid,2016-03-19,CDU/CSU,0.34
emnid,2016-03-19,SPD,0.22
emnid,2016-03-19,GRÜNE,0.13
emnid,2016-03-19,FDP,0.06
emnid,2016-03-19,PDS,NA
emnid,2016-03-19,Rechte,NA
emnid,2016-03-19,Sonstige,0.03
emnid,2016-03-19,Linke.PDS,NA
emnid,2016-03-19,LINKE,0.09
emnid,2016-03-19,PIRATEN,NA
emnid,2016-03-19,AfD,0.13
emnid,2016-03-12,CDU/CSU,0.36
emnid,2016-03-12,SPD,0.24
emnid,2016-03-12,GRÜNE,0.11
emnid,2016-03-12,FDP,0.05
emnid,2016-03-12,PDS,NA
emnid,2016-03-12,Rechte,NA
emnid,2016-03-12,Sonstige,0.04
emnid,2016-03-12,Linke.PDS,NA
emnid,2016-03-12,LINKE,0.09
emnid,2016-03-12,PIRATEN,NA
emnid,2016-03-12,AfD,0.11
emnid,2016-03-05,CDU/CSU,0.35
emnid,2016-03-05,SPD,0.24
emnid,2016-03-05,GRÜNE,0.1
emnid,2016-03-05,FDP,0.05
emnid,2016-03-05,PDS,NA
emnid,2016-03-05,Rechte,NA
emnid,2016-03-05,Sonstige,0.05
emnid,2016-03-05,Linke.PDS,NA
emnid,2016-03-05,LINKE,0.1
emnid,2016-03-05,PIRATEN,NA
emnid,2016-03-05,AfD,0.11
emnid,2016-02-27,CDU/CSU,0.36
emnid,2016-02-27,SPD,0.24
emnid,2016-02-27,GRÜNE,0.1
emnid,2016-02-27,FDP,0.05
emnid,2016-02-27,PDS,NA
emnid,2016-02-27,Rechte,NA
emnid,2016-02-27,Sonstige,0.05
emnid,2016-02-27,Linke.PDS,NA
emnid,2016-02-27,LINKE,0.09
emnid,2016-02-27,PIRATEN,NA
emnid,2016-02-27,AfD,0.11
emnid,2016-02-20,CDU/CSU,0.35
emnid,2016-02-20,SPD,0.24
emnid,2016-02-20,GRÜNE,0.1
emnid,2016-02-20,FDP,0.04
emnid,2016-02-20,PDS,NA
emnid,2016-02-20,Rechte,NA
emnid,2016-02-20,Sonstige,0.05
emnid,2016-02-20,Linke.PDS,NA
emnid,2016-02-20,LINKE,0.1
emnid,2016-02-20,PIRATEN,NA
emnid,2016-02-20,AfD,0.12
emnid,2016-02-13,CDU/CSU,0.35
emnid,2016-02-13,SPD,0.24
emnid,2016-02-13,GRÜNE,0.09
emnid,2016-02-13,FDP,0.05
emnid,2016-02-13,PDS,NA
emnid,2016-02-13,Rechte,NA
emnid,2016-02-13,Sonstige,0.06
emnid,2016-02-13,Linke.PDS,NA
emnid,2016-02-13,LINKE,0.09
emnid,2016-02-13,PIRATEN,NA
emnid,2016-02-13,AfD,0.12
emnid,2016-02-06,CDU/CSU,0.35
emnid,2016-02-06,SPD,0.24
emnid,2016-02-06,GRÜNE,0.09
emnid,2016-02-06,FDP,0.04
emnid,2016-02-06,PDS,NA
emnid,2016-02-06,Rechte,NA
emnid,2016-02-06,Sonstige,0.06
emnid,2016-02-06,Linke.PDS,NA
emnid,2016-02-06,LINKE,0.1
emnid,2016-02-06,PIRATEN,NA
